INSPECTION_TYPE,BORO_CODE,STREET_NAME,ZIP_CODE,LATITUDE,LONGITUDE,BOROUGH,INSPECTION_DATE,RESULT
Initial,3,GLENMORE AVENUE,11208,40.67685255,-73.8709986,Brooklyn,2023-02-14 15:32:00,Passed
Initial,3,ST MARKS AVENUE,11213,40.67493863,-73.94537554,Brooklyn,2023-05-16 09:47:00,Passed
Initial,1,EAST 13 STREET,10003,40.73233859,-73.98709341,Manhattan,2023-04-06 15:46:00,Passed
Initial,2,UNION AVENUE,10459,40.8268554,-73.90013391,Bronx,2023-06-02 11:00:00,Passed
Initial,3,GREENE AVENUE,11221,40.69016164,-73.93571717,Brooklyn,2023-11-08 15:46:00,Passed
Initial,3,NEW YORK AVENUE,11216,40.67737676,-73.9469995,Brooklyn,2023-10-31 14:38:00,Passed
Initial,1,WEST 109 STREET,10025,40.80306115,-73.9659274,Manhattan,2023-04-03 11:01:00,Passed
Initial,3,PARK STREET,11206,40.69971758,-73.93824686,Brooklyn,2023-03-21 11:48:00,Passed
Initial,2,PARK AVENUE,10458,40.85600771,-73.8944904,Bronx,2023-09-14 14:12:00,Rat Activity
Compliance,1,10 AVENUE,10036,40.76072277,-73.99468282,Manhattan,2023-10-24 13:10:00,Passed
Initial,3,VAN BUREN STREET,11221,40.69100929,-73.93485453,Brooklyn,2023-08-10 15:36:00,Passed
Compliance,1,WEST 103 STREET,10025,40.79641767,-73.96216019,Manhattan,2023-06-13 09:40:00,Rat Activity
Initial,3,WOODBINE STREET,11221,40.6950004,-73.91432058,Brooklyn,2023-04-30 08:48:00,Passed
Initial,3,MARCY AVENUE,11216,40.6870194,-73.94753267,Brooklyn,2023-04-27 16:11:00,Passed
Initial,3,PRESIDENT STREET,11213,40.66714551,-73.93364152,Brooklyn,2023-08-30 11:40:00,Passed
Initial,1,CHARLES STREET,10014,40.73496328,-74.00270266,Manhattan,2023-03-27 11:25:00,Passed
Initial,4,142 STREET,11436,40.68158782,-73.80049894,Queens,2023-09-12 13:30:00,Passed
Initial,2,HUGHES AVENUE,10458,40.85403617,-73.88782776,Bronx,2023-08-09 13:22:00,Passed
Compliance,2,PENFIELD STREET,10470,40.90420594,-73.84650227,Bronx,2023-02-28 08:30:00,Failed for Other R
Initial,2,SEYMOUR AVENUE,10469,40.87272482,-73.84715738,Bronx,2023-07-13 10:00:00,Failed for Other R
Initial,1,WEST 120 STREET,10027,40.8036984,-73.94574988,Manhattan,2023-10-10 12:40:00,Passed
Initial,3,LINDEN BOULEVARD,11207,40.65775817,-73.89638019,Brooklyn,2023-11-17 12:00:00,Rat Activity
Initial,3,DEAN STREET,11216,40.67722598,-73.95377383,Brooklyn,2023-03-06 15:31:00,Passed
Initial,1,WEST 115 STREET,10026,40.8034939,-73.9552679,Manhattan,2023-07-13 14:35:00,Passed
Compliance,4,BROADWAY,11103,40.75963032,-73.92039166,Queens,2023-09-22 08:50:00,Passed
Initial,1,EAST 10 STREET,10009,40.72764706,-73.98174733,Manhattan,2023-08-11 12:50:00,Passed
Compliance,2,WHITE PLAINS ROAD,10473,40.81026815,-73.85554861,Bronx,2023-08-21 10:00:00,Failed for Other R
Initial,3,HIMROD STREET,11237,40.70218601,-73.91778444,Brooklyn,2023-09-14 12:18:00,Passed
Initial,3,CORTELYOU ROAD,11226,40.6440838,-73.95637333,Brooklyn,2023-08-31 11:05:00,Passed
Initial,2,EAST 179 STREET,10460,40.84560132,-73.88754566,Bronx,2023-11-06 11:05:00,Failed for Other R
Initial,1,MANHATTAN AVENUE,10027,40.80790998,-73.9547014,Manhattan,2023-12-06 09:46:00,Passed
Compliance,1,EAST 104 STREET,10029,40.79046889,-73.94612545,Manhattan,2023-09-07 16:10:00,Rat Activity
Compliance,1,WEST 131 STREET,10037,40.8106263,-73.94052057,Manhattan,2023-09-26 16:20:00,Passed
Compliance,2,EAST 181 STREET,10457,40.85424232,-73.9000384,Bronx,2023-12-22 10:40:00,Rat Activity
Initial,3,MANHATTAN AVENUE,11206,40.70756831,-73.94496998,Brooklyn,2023-11-09 11:55:00,Passed
Initial,1,WEST   92 STREET,10025,40.79163929,-73.97260721,Manhattan,2023-12-19 10:07:00,Failed for Other R
Initial,1,EAST 5 STREET,10003,40.72654454,-73.98846193,Manhattan,2023-11-14 12:05:00,Passed
Compliance,1,WEST 149 STREET,10039,40.82545327,-73.94026517,Manhattan,2023-08-01 10:42:00,Passed
Initial,4,JUDGE STREET,11373,40.74490717,-73.88187708,Queens,2023-05-23 09:40:00,Passed
Compliance,1,EDGECOMBE AVENUE,10031,40.82768234,-73.94091719,Manhattan,2023-11-15 16:20:00,Rat Activity
Compliance,2,ROCHAMBEAU AVENUE,10467,40.87572591,-73.88053004,Bronx,2023-12-29 11:15:00,Rat Activity
Compliance,1,ADAM C POWELL BLVD,10026,40.80556985,-73.95079459,Manhattan,2023-12-20 14:33:00,Rat Activity
Initial,2,CLARKE PLACE EAST,10452,40.83741102,-73.91651083,Bronx,2023-08-02 14:55:00,Passed
Initial,2,HONE AVENUE,10461,40.85109456,-73.85642835,Bronx,2023-02-01 10:24:00,Passed
Initial,4,169 STREET,11433,40.70094899,-73.78797664,Queens,2023-05-26 11:35:00,Passed
Initial,4,JEWEL AVENUE,11367,40.73014964,-73.82297582,Queens,2023-08-03 12:15:00,Passed
Initial,3,KOSCIUSZKO STREET,11221,40.69201621,-73.93909783,Brooklyn,2023-10-10 11:50:00,Passed
Compliance,2,STEUBEN AVENUE,10467,40.87743159,-73.88168774,Bronx,2023-09-13 15:40:00,Passed
Initial,3,BUSHWICK AVENUE,11206,40.7007322,-73.93651119,Brooklyn,2023-04-26 09:10:00,Passed
Compliance,3,OCEAN AVENUE,11225,40.6593909,-73.96262387,Brooklyn,2023-11-30 12:35:00,Rat Activity
Initial,2,FATHER ZEISER PLACE,10468,40.86383696,-73.90541807,Bronx,2023-04-25 15:22:00,Passed
Initial,3,HART STREET,11237,40.70229078,-73.92239353,Brooklyn,2023-06-22 15:28:00,Rat Activity
Initial,1,EAST 84 STREET,10028,40.77442103,-73.94766934,Manhattan,2023-10-23 15:06:00,Passed
Compliance,2,CRESTON AVENUE,10453,40.8530659,-73.90453698,Bronx,2023-03-03 10:28:00,Rat Activity
Initial,3,MARCUS GARVEY BLVD,11206,40.69938433,-73.94131624,Brooklyn,2023-08-18 11:53:00,Passed
Initial,1,MANHATTAN AVENUE,10027,40.8091969,-73.95378658,Manhattan,2023-05-05 09:09:00,Passed
Initial,3,BLEEKER STREET,11237,40.70304738,-73.91339772,Brooklyn,2023-04-20 16:05:00,Rat Activity
Initial,3,ROGERS AVENUE,11225,40.66719098,-73.95352488,Brooklyn,2023-01-26 11:30:00,Passed
Compliance,3,ST JOHNS PLACE,11216,40.67177722,-73.95283313,Brooklyn,2023-08-01 12:50:00,Rat Activity
Initial,1,EAST 14 STREET,10009,40.73088034,-73.9814217,Manhattan,2023-11-17 12:41:00,Passed
Initial,2,MCCLELLAN STREET,10456,40.83177782,-73.91515558,Bronx,2023-04-04 11:03:00,Rat Activity
Compliance,1,MT MORRIS PARK WEST,10027,40.80460411,-73.94563355,Manhattan,2023-10-24 12:30:00,Passed
Compliance,2,EAST 168 STREET,10456,40.83249051,-73.91030512,Bronx,2023-10-10 12:12:00,Passed
Compliance,3,TOMPKINS AVENUE,11206,40.69783346,-73.94679204,Brooklyn,2023-10-27 09:54:00,Rat Activity
Initial,1,WEST 76 STREET,10023,40.78292683,-73.98382647,Manhattan,2023-09-08 11:09:00,Rat Activity
Compliance,1,MANHATTAN AVENUE,10025,40.79815499,-73.96183775,Manhattan,2023-10-05 22:47:00,Rat Activity
Initial,2,CAMBRELENG AVENUE,10458,40.85299411,-73.88599322,Bronx,2023-10-11 15:20:00,Passed
Compliance,3,EASTERN PARKWAY,11216,40.66996273,-73.95236579,Brooklyn,2023-12-13 12:13:00,Rat Activity
Initial,1,WEST 111 STREET,10026,40.79924137,-73.95297363,Manhattan,2023-04-06 10:48:00,Passed
Initial,3,CHAUNCEY STREET,11207,40.68580513,-73.90692274,Brooklyn,2023-10-26 15:20:00,Rat Activity
Initial,3,SPENCER COURT,11205,40.69090346,-73.95443502,Brooklyn,2023-07-17 08:50:00,Rat Activity
Initial,3,BROADWAY,11206,40.69993288,-73.94052233,Brooklyn,2023-11-21 14:52:00,Passed
Initial,3,DEKALB AVENUE,11221,40.69246778,-73.94184883,Brooklyn,2023-12-07 15:42:00,Passed
Compliance,1,WEST 109 STREET,10025,40.80292106,-73.96559155,Manhattan,2023-06-15 15:08:00,Rat Activity
Initial,3,GREENE AVENUE,11221,40.68947042,-73.94172886,Brooklyn,2023-01-05 10:31:00,Passed
Compliance,1,WEST 142 STREET,10030,40.81871655,-73.93814685,Manhattan,2023-11-29 13:30:00,Rat Activity
Initial,3,HALSEY STREET,11216,40.68230021,-73.94556058,Brooklyn,2023-12-06 09:17:00,Rat Activity
Initial,1,CENTRAL PARK NORTH,10026,40.79732989,-73.95028784,Manhattan,2023-11-06 11:50:00,Rat Activity
Initial,2,BRIGGS AVENUE,10458,40.86582066,-73.89211024,Bronx,2023-04-18 15:55:00,Passed
Initial,1,EAST 110 STREET,10029,40.7945025,-73.94368434,Manhattan,2023-06-21 09:53:00,Passed
Initial,1,ST MARKS PLACE,10003,40.72837516,-73.98718799,Manhattan,2023-11-13 12:41:00,Passed
Initial,4,41 STREET,11103,40.76311467,-73.91450336,Queens,2023-07-31 10:36:00,Failed for Other R
Initial,4,PUTNAM AVENUE,11385,40.69858054,-73.90845198,Queens,2023-07-31 10:32:00,Rat Activity
Compliance,3,VERNON AVENUE,11206,40.69480363,-73.94764192,Brooklyn,2023-12-05 12:14:00,Passed
Initial,1,GRAND STREET,10002,40.71784124,-73.99282483,Manhattan,2023-09-14 12:51:00,Passed
Initial,1,EAST 11 STREET,10003,40.73094432,-73.98775397,Manhattan,2023-10-10 16:20:00,Passed
Initial,5,HAMILTON AVENUE,10301,40.64539203,-74.08467496,Staten Island,2023-05-11 10:20:00,Passed
Compliance,1,FREDRICK DOUGLASS BL,10039,40.8238371,-73.94119522,Manhattan,2023-10-02 13:56:00,Rat Activity
Initial,2,EAST 141 STREET,10454,40.80862362,-73.91578125,Bronx,2023-06-05 15:07:00,Rat Activity
Compliance,1,WEST 85 STREET,10024,40.78641363,-73.974108,Manhattan,2023-11-20 11:40:00,Rat Activity
Initial,3,MACON STREET,11216,40.68169567,-73.94413692,Brooklyn,2023-11-06 12:50:00,Passed
Initial,1,FT WASHINGTON AVENUE,10032,40.83746894,-73.94412849,Manhattan,2023-07-31 12:43:00,Passed
Initial,3,MANHATTAN AVENUE,11206,40.70389277,-73.94437071,Brooklyn,2023-12-22 10:50:00,Rat Activity
Initial,1,ELLWOOD STREET,10040,40.86122729,-73.92907268,Manhattan,2023-08-21 12:51:00,Rat Activity
Initial,1,WEST 131 STREET,10027,40.81197007,-73.94366951,Manhattan,2023-05-02 13:44:00,Passed
Initial,1,EAST 119 STREET,10035,40.79666116,-73.93096566,Manhattan,2023-11-29 09:45:00,Passed
Initial,2,EAST MOSHOLU PARKWAY NORTH,10467,40.87416786,-73.8814513,Bronx,2023-06-21 14:25:00,Rat Activity
Initial,4,SUTPHIN BOULEVARD,11435,40.69132164,-73.79783733,Queens,2023-02-22 14:20:00,Failed for Other R
Initial,1,WEST  119 STREET,10026,40.80655396,-73.95442057,Manhattan,2023-09-01 10:45:00,Passed
Initial,1,WEST  151 STREET,10031,40.82934798,-73.94564578,Manhattan,2023-03-29 11:00:00,Rat Activity
Compliance,3,FULTON STREET,11233,40.67816536,-73.90902811,Brooklyn,2023-07-03 13:20:00,Rat Activity
Initial,4,71 AVENUE,11375,40.72242223,-73.84112503,Queens,2023-10-11 12:00:00,Passed
Initial,2,CROMWELL AVENUE,10452,40.84147249,-73.91931391,Bronx,2023-06-27 08:23:00,Passed
Initial,2,CLAY AVENUE,10456,40.83644684,-73.90829406,Bronx,2023-05-01 15:46:00,Passed
Initial,4,FRANCIS LEWIS BOULEVARD,11429,40.71277863,-73.75347962,Queens,2023-05-17 16:20:00,Passed
Compliance,1,LEROY STREET,10014,40.73017907,-74.00520288,Manhattan,2023-11-02 10:20:00,Failed for Other R
Compliance,2,FINDLAY AVENUE,10456,40.83566645,-73.91065498,Bronx,2023-02-23 10:26:00,Passed
Compliance,3,MYRTLE AVENUE,11206,40.69610505,-73.94273639,Brooklyn,2023-09-19 15:10:00,Passed
Initial,2,WEBSTER AVENUE,10467,40.87961058,-73.87117505,Bronx,2023-05-12 11:09:00,Rat Activity
Compliance,2,WALTON AVENUE,10453,40.84878818,-73.90956377,Bronx,2023-06-21 08:50:00,Rat Activity
Compliance,3,NOSTRAND AVENUE,11235,40.59125305,-73.94010823,Brooklyn,2023-04-04 15:15:00,Rat Activity
Compliance,1,2 AVENUE,10003,40.7260945,-73.98950469,Manhattan,2023-02-01 15:05:00,Passed
Initial,2,EAST  182 STREET,10460,40.84861945,-73.88370189,Bronx,2023-10-27 14:10:00,Rat Activity
Initial,2,UNION AVENUE,10459,40.82042676,-73.90280999,Bronx,2023-09-25 10:24:00,Passed
Initial,3,MARCY AVENUE,11216,40.68620414,-73.94739269,Brooklyn,2023-05-24 08:08:00,Passed
Compliance,1,WEST 119 STREET,10026,40.80607044,-73.95331917,Manhattan,2023-05-24 10:42:00,Rat Activity
Initial,2,EAST 143 STREET,10454,40.81199989,-73.91993862,Bronx,2023-05-23 08:40:00,Passed
Initial,2,JARVIS AVENUE,10461,40.84676292,-73.82995464,Bronx,2023-05-03 14:10:00,Passed
Compliance,1,AUDUBON AVENUE,10040,40.85540471,-73.92747028,Manhattan,2023-10-27 15:30:00,Passed
Initial,1,GRAND STREET,10002,40.71558709,-73.98550224,Manhattan,2023-12-11 14:42:00,Passed
Compliance,1,WEST END AVENUE,10023,40.78078042,-73.98375839,Manhattan,2023-11-28 11:07:00,Passed
Initial,3,BRIGHTON 1 PLACE,11235,40.57788844,-73.96640989,Brooklyn,2023-02-16 11:40:00,Rat Activity
Initial,4,72 STREET,11372,40.75201716,-73.89420819,Queens,2023-02-27 12:55:00,Passed
Initial,4,220 STREET,11428,40.72307449,-73.73629025,Queens,2023-09-14 15:00:00,Passed
Initial,3,GROVE STREET,11237,40.69991345,-73.91418441,Brooklyn,2023-12-11 10:05:00,Passed
Initial,1,BROADWAY,10040,40.86008667,-73.93103333,Manhattan,2023-12-29 08:45:00,Rat Activity
Initial,3,NOSTRAND AVENUE,11216,40.67452631,-73.9500733,Brooklyn,2023-09-07 10:13:00,Passed
Initial,2,COLDEN AVENUE,10469,40.86355418,-73.8596841,Bronx,2023-02-23 09:41:00,Passed
Initial,2,EAST  158 STREET,10451,40.82306484,-73.91730934,Bronx,2023-10-27 15:10:00,Rat Activity
Compliance,3,TOMPKINS AVENUE,11206,40.69315045,-73.94587624,Brooklyn,2023-07-27 15:22:00,Passed
Initial,1,WEST 119 STREET,10026,40.80438346,-73.94927838,Manhattan,2023-11-03 14:51:00,Passed
Initial,2,CROSBY AVENUE,10461,40.84592536,-73.8315399,Bronx,2023-04-27 15:18:00,Failed for Other R
Initial,1,EAST 8 STREET,10009,40.72434163,-73.97761732,Manhattan,2023-05-04 12:00:00,Passed
Initial,2,ST PAULS PLACE,10456,40.83577499,-73.90236828,Bronx,2023-10-17 16:05:00,Rat Activity
Initial,4,ST NICHOLAS AVENUE,11385,40.7018139,-73.91197113,Queens,2023-07-25 11:43:00,Rat Activity
Initial,1,WEST 115 STREET,10025,40.80556525,-73.96018632,Manhattan,2023-11-22 11:42:00,Passed
Initial,3,GATES AVENUE,11216,40.68593761,-73.95305384,Brooklyn,2023-12-06 09:25:00,Passed
Compliance,2,CAMBRELENG AVENUE,10458,40.85462105,-73.88529997,Bronx,2023-10-18 15:18:00,Rat Activity
Initial,3,PACIFIC STREET,11216,40.67798895,-73.95357501,Brooklyn,2023-08-07 10:58:00,Rat Activity
Initial,1,3 AVENUE,10010,40.7397708,-73.98244767,Manhattan,2023-11-02 15:18:00,Rat Activity
Initial,1,AVENUE C,10009,40.72119673,-73.98094099,Manhattan,2023-02-10 09:00:00,Passed
Initial,2,SIMPSON STREET,10459,40.82934933,-73.89288147,Bronx,2023-03-10 12:07:00,Passed
Initial,2,WICKHAM AVENUE,10469,40.86167999,-73.83521272,Bronx,2023-02-23 16:40:00,Passed
Compliance,1,LEXINGTON AVENUE,10029,40.79016225,-73.94780498,Manhattan,2023-12-28 14:04:00,Rat Activity
Compliance,3,VAN BUREN STREET,11221,40.69091369,-73.93568399,Brooklyn,2023-03-15 14:31:00,Rat Activity
Initial,2,CLAY AVENUE,10456,40.83288851,-73.91031543,Bronx,2023-02-03 14:39:00,Passed
Initial,1,FREDRICK DOUGLASS BL,10039,40.82678108,-73.93904266,Manhattan,2023-05-10 10:14:00,Passed
Compliance,3,BERGEN STREET,11238,40.67723855,-73.95790181,Brooklyn,2023-04-14 10:46:00,Passed
Initial,1,WEST 111 STREET,10026,40.80044197,-73.95586593,Manhattan,2023-04-10 08:22:00,Rat Activity
Compliance,1,WEST 117 STREET,10026,40.80481921,-73.95424838,Manhattan,2023-05-24 15:21:00,Rat Activity
Compliance,2,WEST  251 STREET,10471,40.8958001,-73.89679621,Bronx,2023-01-09 16:25:00,Passed
Initial,1,5 AVENUE,10035,40.80926747,-73.94018583,Manhattan,2023-12-04 14:23:00,Passed
Initial,3,CARROLL STREET,11215,40.6753537,-73.98189869,Brooklyn,2023-03-06 12:00:00,Rat Activity
Compliance,1,1 AVENUE,10035,40.79842486,-73.93362212,Manhattan,2023-04-26 12:08:00,Rat Activity
Initial,1,JANE STREET,10014,40.73814163,-74.00529372,Manhattan,2023-03-21 09:44:00,Passed
Compliance,4,76 STREET,11373,40.74678396,-73.889514,Queens,2023-03-14 15:00:00,Passed
Compliance,2,BRIGGS AVENUE,10458,40.87035822,-73.8869432,Bronx,2023-08-07 10:00:00,Rat Activity
Compliance,1,MONTGOMERY STREET,10002,40.71304537,-73.98504468,Manhattan,2023-04-25 10:25:00,Rat Activity
Initial,4,43 STREET,11103,40.76238335,-73.9128907,Queens,2023-07-26 16:00:00,Passed
Initial,1,HORATIO STREET,10014,40.73873728,-74.00424728,Manhattan,2023-03-21 08:06:00,Failed for Other R
Initial,1,ADAM C POWELL BLVD,10030,40.81565614,-73.94342793,Manhattan,2023-06-05 15:50:00,Passed
Initial,2,SOUTHERN BOULEVARD,10459,40.82364204,-73.89185009,Bronx,2023-11-03 07:42:00,Rat Activity
Compliance,4,37 AVENUE,11372,40.75094984,-73.87295874,Queens,2023-12-08 09:47:00,Rat Activity
Initial,1,MOTT STREET,10013,40.71399878,-73.99872665,Manhattan,2023-08-07 09:20:00,Passed
Initial,3,VAN BUREN STREET,11221,40.69103668,-73.93476074,Brooklyn,2023-10-03 15:57:00,Passed
Initial,1,WEST 89 STREET,10024,40.7881446,-73.97010606,Manhattan,2023-08-04 12:08:00,Passed
Initial,1,EAST   83 STREET,10028,40.77564729,-73.95250293,Manhattan,2023-06-22 13:07:00,Rat Activity
Initial,3,LEXINGTON AVENUE,11221,40.69018795,-73.92913994,Brooklyn,2023-11-03 10:23:00,Passed
Initial,2,CAULDWELL AVENUE,10456,40.82146824,-73.90761024,Bronx,2023-08-29 11:37:00,Passed
Initial,1,GRAND STREET,10013,40.71936478,-73.99741341,Manhattan,2023-06-02 08:54:00,Rat Activity
Initial,4,42 STREET,11104,40.74669797,-73.92179303,Queens,2023-11-09 08:00:00,Passed
Compliance,3,LENOX ROAD,11226,40.65365814,-73.95783025,Brooklyn,2023-12-07 12:20:00,Passed
Initial,2,HOFFMAN STREET,10458,40.85727176,-73.88736318,Bronx,2023-10-19 15:24:00,Passed
Initial,2,NEILL AVENUE,10462,40.85088431,-73.86180382,Bronx,2023-01-24 11:19:00,Passed
Initial,1,WEST END AVENUE,10023,40.77969087,-73.98457109,Manhattan,2023-09-08 08:42:00,Passed
Initial,2,EAST FORDHAM ROAD,10458,40.85774173,-73.88250375,Bronx,2023-02-09 08:24:00,Passed
Initial,1,EAST 84 STREET,10028,40.7762839,-73.95208364,Manhattan,2023-10-17 14:31:00,Passed
Compliance,3,FLATLANDS AVENUE,11234,40.62633234,-73.92744279,Brooklyn,2023-08-15 13:05:00,Passed
Compliance,2,STRONG STREET,10468,40.8711432,-73.89870399,Bronx,2023-06-27 11:40:00,Rat Activity
Initial,3,EAST   18 STREET,11226,40.64895811,-73.96299371,Brooklyn,2023-11-29 12:20:00,Passed
Initial,1,CATHERINE STREET,10038,40.71189076,-73.99689428,Manhattan,2023-12-05 11:14:00,Passed
Initial,1,WEST 117 STREET,10026,40.80583844,-73.95663535,Manhattan,2023-09-05 11:18:00,Failed for Other R
Initial,3,HART STREET,11237,40.70220301,-73.92248019,Brooklyn,2023-12-13 08:30:00,Passed
Initial,1,WEST 32 STREET,10001,40.74767903,-73.98672952,Manhattan,2023-08-01 16:20:00,Passed
Initial,1,MANHATTAN AVENUE,10027,40.80831335,-73.95443381,Manhattan,2023-12-04 12:41:00,Passed
Initial,3,PROSPECT PLACE,11238,40.67614196,-73.9616735,Brooklyn,2023-05-18 14:26:00,Passed
Initial,2,TRINITY AVENUE,10455,40.81216292,-73.91027121,Bronx,2023-08-04 09:30:00,Rat Activity
Initial,1,EAST 114 STREET,10029,40.79410261,-73.93490855,Manhattan,2023-07-31 10:23:00,Rat Activity
Initial,4,69 STREET,11377,40.75349394,-73.89734238,Queens,2023-02-22 13:55:00,Passed
Initial,1,EDGECOMBE AVENUE,10030,40.8224279,-73.94441215,Manhattan,2023-05-18 13:05:00,Passed
Compliance,1,WEST 131 STREET,10027,40.81381663,-73.94811872,Manhattan,2023-02-10 13:35:00,Rat Activity
Compliance,4,LINDEN STREET,11385,40.70201891,-73.91088167,Queens,2023-09-18 14:32:00,Passed
Initial,1,WEST  119 STREET,10026,40.80524621,-73.95136556,Manhattan,2023-01-04 11:45:00,Rat Activity
Initial,2,SHERMAN AVENUE,10456,40.83336775,-73.91614009,Bronx,2023-10-05 12:33:00,Passed
Initial,2,TIFFANY STREET,10474,40.80681156,-73.88928393,Bronx,2023-10-06 09:31:00,Rat Activity
Initial,1,EAST BROADWAY,10002,40.71441784,-73.98570089,Manhattan,2023-09-13 09:22:00,Passed
Initial,3,LAFAYETTE AVENUE,11221,40.69105104,-73.94100267,Brooklyn,2023-12-07 14:35:00,Passed
Initial,2,WEBSTER AVENUE,10458,40.86671633,-73.88454508,Bronx,2023-10-20 16:08:00,Passed
Initial,3,SUYDAM STREET,11221,40.69874527,-73.92772431,Brooklyn,2023-10-31 09:53:00,Passed
Initial,3,STANHOPE STREET,11221,40.69774882,-73.9233437,Brooklyn,2023-10-13 09:59:00,Passed
Initial,2,HEATH AVENUE,10463,40.86964553,-73.90629563,Bronx,2023-04-26 11:30:00,Rat Activity
Initial,1,EAST 102 STREET,10029,40.79083331,-73.95085248,Manhattan,2023-01-10 11:30:00,Rat Activity
Initial,1,LENOX AVENUE,10037,40.81237004,-73.94213382,Manhattan,2023-12-01 14:54:00,Passed
Initial,2,ELTON AVENUE,10451,40.82145355,-73.91341285,Bronx,2023-03-31 11:35:00,Passed
Compliance,3,BEDFORD AVENUE,11216,40.68833729,-73.95491275,Brooklyn,2023-08-21 11:23:00,Rat Activity
Compliance,2,JESUP PLACE,10452,40.84220608,-73.92038282,Bronx,2023-03-29 11:30:00,Failed for Other R
Initial,1,BROADWAY,10033,40.84722614,-73.93812385,Manhattan,2023-12-22 08:00:00,Passed
Compliance,2,EAST 206 STREET,10467,40.87488639,-73.87826072,Bronx,2023-10-20 13:18:00,Rat Activity
Compliance,2,BELMONT AVENUE,10457,40.84737202,-73.89074509,Bronx,2023-10-25 15:55:00,Passed
Initial,2,SHERMAN AVENUE,10456,40.83464625,-73.91539403,Bronx,2023-04-04 12:04:00,Rat Activity
Initial,1,2 AVENUE,10029,40.78896357,-73.94363488,Manhattan,2023-08-14 13:03:00,Passed
Initial,3,SMITH STREET,11201,40.68623231,-73.99080904,Brooklyn,2023-02-21 11:20:00,Passed
Initial,1,WEST 52 STREET,10019,40.76538028,-73.98960316,Manhattan,2023-07-07 09:54:00,Passed
Initial,1,2 AVENUE,10029,40.79338923,-73.94042407,Manhattan,2023-03-20 11:47:00,Passed
Compliance,4,QUEENS BOULEVARD,11373,40.73731894,-73.88024511,Queens,2023-12-06 09:16:00,Passed
Compliance,1,WEST  109 STREET,10025,40.80149275,-73.96225482,Manhattan,2023-06-01 15:30:00,Rat Activity
Initial,1,BROOME STREET,10013,40.72321843,-74.00278155,Manhattan,2023-01-31 12:08:00,Passed
Initial,1,WEST 83 STREET,10024,40.78364081,-73.97150916,Manhattan,2023-11-28 12:25:00,Rat Activity
Initial,1,WEST  125 STREET,10027,40.81406728,-73.95688647,Manhattan,2023-11-06 15:45:00,Passed
Initial,3,HART STREET,11206,40.69428339,-73.93909936,Brooklyn,2023-03-10 12:20:00,Passed
Initial,1,LENOX AVENUE,10037,40.81984657,-73.93664641,Manhattan,2023-10-16 10:00:00,Rat Activity
Initial,1,WEST 131 STREET,10037,40.81039545,-73.93997168,Manhattan,2023-12-01 15:18:00,Passed
Initial,1,MADISON AVENUE,10035,40.80610288,-73.94038375,Manhattan,2023-01-11 16:25:00,Passed
Initial,1,WEST 115 STREET,10026,40.80403238,-73.95658596,Manhattan,2023-09-12 16:01:00,Passed
Initial,3,WILSON AVENUE,11237,40.69973374,-73.9240122,Brooklyn,2023-10-18 14:30:00,Rat Activity
Initial,3,MARCUS GARVEY BLVD,11206,40.69847846,-73.94112951,Brooklyn,2023-12-20 09:44:00,Rat Activity
Initial,3,FULTON STREET,11201,40.69159805,-73.98768911,Brooklyn,2023-01-30 13:20:00,Passed
Compliance,3,LAFAYETTE AVENUE,11221,40.69176144,-73.93500163,Brooklyn,2023-09-01 09:04:00,Rat Activity
Initial,2,ELLIOT PLACE,10452,40.83863455,-73.91565276,Bronx,2023-07-28 11:29:00,Rat Activity
Initial,2,CLINTON AVENUE,10457,40.84781089,-73.88760336,Bronx,2023-06-12 15:23:00,Passed
Initial,1,WEST 115 STREET,10026,40.80340599,-73.95506207,Manhattan,2023-07-13 14:57:00,Passed
Compliance,1,PARK ROW,10007,40.71326593,-73.99946974,Manhattan,2023-03-09 08:10:00,Rat Activity
Initial,3,JEFFERSON AVENUE,11237,40.69511198,-73.90949895,Brooklyn,2023-02-26 15:51:00,Passed
Initial,2,EAST 189 STREET,10458,40.85797698,-73.88718846,Bronx,2023-10-19 16:27:00,Passed
Initial,5,EAST BRANDIS AVENUE,10308,40.55922815,-74.16287237,Staten Island,2023-12-27 10:40:00,Passed
Initial,3,LEFFERTS PLACE,11238,40.68042749,-73.95659824,Brooklyn,2023-10-18 11:18:00,Passed
Compliance,1,WEST 116 STREET,10026,40.80247925,-73.95075716,Manhattan,2023-11-29 14:11:00,Failed for Other R
Initial,1,WEST 86 STREET,10024,40.78680587,-73.97297032,Manhattan,2023-08-04 11:12:00,Passed
Initial,2,WEST 236 STREET,10463,40.88412676,-73.90305285,Bronx,2023-10-24 16:15:00,Passed
Initial,3,EASTERN PARKWAY,11238,40.67300377,-73.96762355,Brooklyn,2023-05-23 14:20:00,Passed
Initial,3,WILLOUGHBY AVENUE,11206,40.69466384,-73.94232653,Brooklyn,2023-08-24 13:30:00,Rat Activity
Initial,2,WEST 183 STREET,10453,40.86026631,-73.90911789,Bronx,2023-04-28 12:30:00,Passed
Initial,2,TIEMAN AVENUE,10469,40.87891596,-73.84438754,Bronx,2023-09-27 14:15:00,Failed for Other R
Initial,1,9 AVENUE,10036,40.7591883,-73.99206232,Manhattan,2023-10-12 11:29:00,Rat Activity
