MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
2020 / 12,Brooklyn,7,3523.2,507.8,478.2,,,,,3
2020 / 12,Staten Island,1,5801.1,787.2,831,,,,,5
2020 / 12,Brooklyn,4,3379.6,353.5,449.7,,,,,3
2020 / 12,Bronx,1,2275.7,177,181.3,,,,,2
2020 / 12,Bronx,11,3268.6,359.4,452.1,,,,,2
2020 / 12,Brooklyn,11,5344.1,707,635.2,,,15.8,,3
2020 / 12,Queens,10,3923.3,466.4,643.7,,,,,4
2020 / 12,Queens,12,7175.7,648.6,1024.4,,,,,4
2020 / 12,Queens,2,3207.7,563.5,519.1,,,,,4
2020 / 12,Queens,9,4198.8,523.5,691.6,,,,,4
2020 / 12,Queens,13,5563.5,578.5,1027.6,,,,,4
2020 / 12,Bronx,4,4395.5,339.7,405.9,,,,,2
2020 / 12,Bronx,6,2479.2,240.7,270.5,,,,,2
2020 / 12,Brooklyn,17,4839.4,430.8,560.2,,,,,3
2020 / 12,Brooklyn,9,3272.2,355.9,316.9,,,,,3
2020 / 12,Queens,8,3871.2,549.1,474.1,,,,,4
2020 / 12,Queens,3,5214.1,504.2,637.7,,,,,4
2020 / 12,Bronx,7,3950,427.3,589.9,,,,,2
2020 / 12,Brooklyn,5,5128.4,392.8,531.6,,,,,3
2020 / 12,Brooklyn,6,2336.9,687.6,511.7,,,,,3
2020 / 12,Manhattan,6,2646.9,632.2,473.5,,,,,1
2020 / 12,Queens,1,4219.3,775.6,753.8,,,,,4
2020 / 12,Staten Island,3,6378.5,1053.5,863.3,,,,,5
2020 / 12,Queens,4,4227.9,456.7,697.9,,,,,4
2020 / 12,Brooklyn,14,5176.3,562.8,480,,,,,3
2020 / 12,Brooklyn,12,6782.2,875.5,450.3,,,,,3
2020 / 12,Bronx,8,2536.3,426.9,473.1,,,,,2
2020 / 12,Brooklyn,2,2573.2,625.8,487.5,,,,,3
2020 / 12,Manhattan,12,5082.2,639.3,659.9,,,,,1
2020 / 12,Manhattan,5,1189.7,296.3,202.2,,,,,1
2021 / 01,Brooklyn,3,4108.9,472.8,462.8,,,12.3,18.5,3
2021 / 01,Queens,11,2700.7,478.2,463.9,,,,18,4
2021 / 01,Brooklyn,13,2035.1,207.3,260.1,,,,3.7,3
2021 / 01,Queens,8,3487,477.6,433.2,,,3.8,7.2,4
2021 / 01,Bronx,6,2248.6,205.6,220.9,,,,4.6,2
2021 / 01,Bronx,12,3697.3,418.6,625.2,,,3.4,8.1,2
2021 / 01,Queens,6,2685.3,439.5,428.7,,,,9.3,4
2021 / 01,Manhattan,6,2465.9,546.6,442.4,,,,30.6,1
2021 / 01,Bronx,2,1546.8,145.7,173.4,,,5.5,3,2
2021 / 01,Manhattan,5,1120.7,260.9,182.2,,,,13.6,1
2021 / 01,Queens,1,3895.6,677,715.3,,,,29,4
2021 / 01,Brooklyn,12,6263.8,725.9,393.9,,,,4.7,3
2021 / 01,Brooklyn,14,4636,512.2,483.6,,,,7.7,3
2021 / 01,Brooklyn,15,4402.3,578.3,550.1,,,,6.4,3
2021 / 01,Bronx,8,2302.2,350,410.6,,,,10.8,2
2021 / 01,Manhattan,11,2204.5,222.1,208.7,,,,12.2,1
2021 / 01,Queens,9,3794.8,445.9,625,,,,22.5,4
2021 / 01,Brooklyn,16,2187.4,143.6,217.4,,,,0.5,3
2021 / 01,Bronx,9,3688.7,271.7,410.4,,,,9.8,2
2021 / 01,Brooklyn,10,3350.3,510.8,532.5,,,,22.4,3
2021 / 01,Bronx,7,3636.4,358.5,552,,,,11.7,2
2021 / 01,Queens,14,2964.9,284.1,307.5,,,,27,4
2021 / 01,Manhattan,7,4122.7,1046.4,816,,,,81.6,1
2021 / 01,Queens,10,3515.7,382.2,571.5,,,,11.8,4
2021 / 01,Queens,2,2931.6,460.6,467.9,,,,21.3,4
2021 / 01,Manhattan,2,1659.6,397,296.3,,,,26.4,1
2021 / 01,Manhattan,3,2528.5,366.2,334.4,,,,11.3,1
2021 / 01,Brooklyn,6,2126.6,611.2,481.5,,,,52.2,3
2021 / 01,Bronx,5,3402.7,275.2,406.1,,,,7.6,2
2021 / 01,Staten Island,2,3950.4,574.7,605.6,,,4.9,18.7,5
2021 / 01,Manhattan,8,4386,1081.5,819.8,,,,96,1
2021 / 01,Brooklyn,4,3132.2,341.4,436.2,,,,11.7,3
2021 / 01,Manhattan,9,2083.8,314.7,316.4,,,,18.5,1
2021 / 01,Queens,7,6141.7,833,830.5,,,,31.2,4
2021 / 01,Queens,4,3924.5,363.4,587,,,,9.8,4
2021 / 01,Manhattan,12,4615.6,496.9,569.3,,,,25.6,1
2021 / 01,Staten Island,3,5633.6,874.2,777.7,,,,28.7,5
2021 / 01,Bronx,3,2075.5,148.7,200.4,,,,2.1,2
2021 / 01,Brooklyn,17,4231.1,356.9,502.5,,,,6,3
2021 / 01,Bronx,10,2509.6,363.3,454.7,,,,8.4,2
2021 / 01,Bronx,1,2092.5,164.5,172.2,,,,3.4,2
2021 / 01,Brooklyn,7,3250.2,439.8,433.5,,,,12.1,3
2021 / 01,Queens,7A,,,,,,6,,
2021 / 01,Queens,5,4760.2,688.6,872.8,,,,36.5,4
2021 / 01,Queens,13,4776.5,485.3,901.8,,,,20,4
2021 / 01,Brooklyn,8,2603.9,342.2,327.2,,,9.7,13.8,3
2021 / 01,Queens,12,6191.4,542.5,949,,,,8.1,4
2021 / 01,Queens,3,4691.4,448.8,571.3,,,,19.3,4
2021 / 01,Brooklyn,11,4938.4,608.5,598.6,,,9.5,16.2,3
2021 / 01,Manhattan,10,2612.8,293.9,289.6,,,15,28.8,1
2021 / 01,Bronx,4,3989.2,310.7,404.8,,,,6.2,2
2021 / 01,Manhattan,4,2129.4,524.5,433.7,,,,21.6,1
2021 / 01,Brooklyn,2,2419.6,562.5,471.8,,,,46.3,3
2021 / 01,Brooklyn,9,2971.3,342.4,322.8,,,,7,3
2021 / 01,Brooklyn,18,5213.7,612.6,677.7,,,,12,3
2021 / 01,Staten Island,1,5112.4,689.8,747.6,,,,25.1,5
2021 / 01,Bronx,11,2954,328.3,398.6,,,,12.9,2
2021 / 01,Brooklyn,5,4538.8,301.3,468.4,,,,5.2,3
2021 / 01,Brooklyn,1,5452.2,827.4,565.6,,,,27.8,3
2021 / 01,Manhattan,1,1175.8,385.3,267.6,,,,27.3,1
2021 / 02,Queens,8,2949.3,383.2,358.1,,,,,4
2021 / 02,Brooklyn,5,3980.1,237.7,349.4,,,,,3
2021 / 02,Brooklyn,12,5808,634.2,355.2,,,,,3
2021 / 02,Bronx,7,3300.6,294.4,429.7,,,,,2
2021 / 02,Staten Island,1,4009.7,480.9,563.4,,,,,5
2021 / 02,Manhattan,2,1656.5,385.4,282.3,,,,,1
2021 / 02,Queens,7,5389.6,665.2,659.7,,,,,4
2021 / 02,Brooklyn,4,2743.8,280.1,354.2,,,,,3
2021 / 02,Bronx,6,2064.4,164.3,192.2,,,,,2
2021 / 02,Queens,2,2648.2,392.1,386.2,,,,,4
2021 / 02,Queens,1,3376.2,563.1,591.7,,,,,4
2021 / 02,Queens,11,2216.6,370.1,369.8,,,,,4
2021 / 02,Bronx,4,3618.8,247.9,317.5,,,,,2
2021 / 02,Brooklyn,14,4073.5,426,375.9,,,,,3
2021 / 02,Brooklyn,11,4307.5,504.5,492.7,,,,,3
2021 / 02,Brooklyn,9,2610.5,236.5,229.6,,,,,3
2021 / 02,Manhattan,11,1920.2,198.2,180.9,,,,,1
2021 / 02,Brooklyn,10,2841.6,418.8,434,,,,,3
2021 / 02,Bronx,8,2027.3,299.2,360.3,,,,,2
2021 / 02,Bronx,10,2034.4,267.2,344.3,,,,,2
2021 / 02,Brooklyn,6,1827.9,491.2,390.2,,,,,3
2021 / 02,Manhattan,5,1076.1,235.2,166,,,,,1
2021 / 02,Bronx,1,1904.4,132.1,130.8,,,,,2
2021 / 02,Brooklyn,15,3847.7,484.2,456.6,,,,,3
2021 / 02,Queens,14,2480.8,211.7,211.8,,,,,4
2021 / 02,Queens,9,3189.2,345.9,493.1,,,,,4
2021 / 02,Manhattan,4,2041.3,453.7,342,,,,,1
2021 / 02,Bronx,12,3141.5,315.4,476.1,,,,,2
2021 / 02,Bronx,5,3109.6,229.4,309.4,,,,,2
2021 / 02,Staten Island,2,3169.7,444.6,458.2,,,,,5
2021 / 02,Manhattan,6,2328,484.4,395.4,,,,,1
2021 / 02,Brooklyn,13,1801.2,163.2,188.1,,,,,3
2021 / 02,Manhattan,10,2335,241.5,231.5,,,,,1
2021 / 02,Bronx,11,2536.8,259.8,313.9,,,,,2
2021 / 02,Brooklyn,2,2068.2,460.3,395.6,,,,,3
2021 / 02,Brooklyn,17,3516.5,254.5,380,,,,,3
2021 / 02,Brooklyn,7,2903.6,350.4,354.6,,,,,3
2021 / 02,Queens,3,4059.9,350.7,451.2,,,,,4
2021 / 02,Bronx,9,3161.9,216.9,317.8,,,,,2
2021 / 02,Queens,12,5060.5,406.2,723.7,,,,,4
2021 / 02,Manhattan,1,1121.1,322.5,229.1,,,,,1
2021 / 02,Manhattan,9,1875.7,227.8,242.3,,,,,1
2021 / 02,Brooklyn,18,4257.7,426.6,542.2,,,,,3
2021 / 02,Bronx,3,1890.8,141.7,177.6,,,,,2
2021 / 02,Manhattan,12,4200.4,425.7,471,,,,,1
2021 / 02,Brooklyn,3,3596.3,382.1,345.2,,,,,3
2021 / 02,Queens,6,2340.3,361.7,355.2,,,,,4
2021 / 02,Bronx,2,1402.9,109.4,133,,,,,2
2021 / 02,Manhattan,3,2458.4,324.6,294.9,,,,,1
2021 / 02,Queens,4,3505.7,317.2,400.6,,,,,4
2021 / 02,Brooklyn,16,2164,88.5,161.8,,,,,3
2021 / 02,Brooklyn,8,2298.2,283,267.9,,,,,3
2021 / 02,Queens,10,2844.9,295,437.7,,,,,4
2021 / 02,Brooklyn,1,5146.5,677.6,484.1,,,,,3
2021 / 02,Queens,13,3787.1,352,693.3,,,,,4
2021 / 02,Staten Island,3,4382.1,618.5,592.7,,,,,5
2021 / 02,Manhattan,8,4054.5,948.6,725.7,,,,,1
2021 / 02,Manhattan,7,3772.9,886.2,715.9,,,,,1
2021 / 02,Queens,5,3871.6,517.1,658.6,,,,,4
2021 / 03,Queens,13,5640,455.7,950.8,,,,,4
2021 / 03,Manhattan,3,2870.2,363.5,322.4,,,,,1
2021 / 03,Brooklyn,17,4746.6,351.2,490.7,,,,,3
2021 / 03,Queens,1,4285.6,669.3,714.4,,,,,4
2021 / 03,Brooklyn,16,2427.7,123.6,196.8,,,,,3
2021 / 03,Manhattan,6,2721.4,501.2,391.6,,,,,1
2021 / 03,Queens,11,3110.5,469,481.4,,,,,4
2021 / 03,Brooklyn,5,5153.2,345,511.2,,,,,3
2021 / 03,Staten Island,1,5940.9,640.8,788.3,,,,,5
2021 / 03,Queens,12,7119.8,544.6,952,,,,,4
2021 / 03,Staten Island,3,6151.9,760.8,758.3,,,,,5
2021 / 03,Manhattan,4,2308.8,454,384.5,,,,,1
2021 / 03,Manhattan,8,4723.3,1059.9,776.1,,,,,1
2021 / 03,Queens,14,3227.1,257.6,296.9,,,,,4
2021 / 03,Manhattan,7,4539.3,1005.4,772.6,,,,,1
2021 / 03,Brooklyn,12,6947.9,739.4,432.8,,,,,3
2021 / 03,Brooklyn,15,4853.2,587,575.5,,,,,3
2021 / 03,Bronx,8,2507.8,362.3,425.6,,,,,2
2021 / 03,Bronx,10,2779.9,323.4,413.2,,,,,2
2021 / 03,Brooklyn,8,2915,382.6,364.8,,,,,3
2021 / 03,Bronx,5,3715.8,270.8,409.7,,,,,2
2021 / 03,Brooklyn,11,5462.8,585.2,584.2,,,,,3
2021 / 03,Queens,8,3838.5,481.6,462.6,,,,,4
2021 / 03,Brooklyn,4,3543.2,335.1,422.1,,,,,3
2021 / 03,Manhattan,9,2230.2,244.4,262.4,,,,,1
2021 / 03,Manhattan,11,2288.5,240.2,220,,,,,1
2021 / 03,Bronx,4,4341.1,326.3,425,,,,,2
2021 / 03,Staten Island,2,4538.7,557.1,620,,,,,5
2021 / 03,Manhattan,12,5074.6,504.5,553.9,,,,,1
2021 / 03,Brooklyn,6,2374,580.7,456,,,,,3
2021 / 03,Bronx,7,3978.8,375.5,593.2,,,,,2
2021 / 03,Bronx,1,2324.2,176,183.1,,,,,2
2021 / 03,Bronx,12,4260.8,404.7,638.8,,,,,2
2021 / 03,Queens,3,5383.3,397.6,553,,,,,4
2021 / 03,Brooklyn,10,3611.7,499.6,507.3,,,,,3
2021 / 03,Manhattan,1,1297.1,363.6,240.1,,,,,1
2021 / 03,Brooklyn,9,3211.2,308.9,278.2,,,,,3
2021 / 03,Manhattan,2,1918.7,479.4,345.6,,,,,1
2021 / 03,Queens,10,3975.8,384.4,610.8,,,,2.4,4
2021 / 03,Queens,4,4330.1,364.1,579.1,,,,,4
2021 / 03,Brooklyn,14,5054.1,518.9,479.7,,,,,3
2021 / 03,Manhattan,10,2807.6,296.1,285.3,,,,,1
2021 / 03,Bronx,2,1710.1,123.9,146.9,,,,,2
2021 / 03,Queens,2,3272.5,461.2,458.9,,,,,4
2021 / 03,Brooklyn,1,6118.5,793.8,569.7,,,,,3
2021 / 03,Brooklyn,13,2253.4,204.7,260.2,,,,,3
2021 / 03,Bronx,6,2530.2,267.4,271.7,,,,,2
2021 / 03,Manhattan,5,1243,288.3,198.3,,,,,1
2021 / 03,Brooklyn,7,3534.9,442,439.1,,,,,3
2021 / 03,Bronx,11,3306.4,325.1,380.6,,,,,2
2021 / 03,Queens,7,6926.8,798,810.3,,,,,4
2021 / 03,Brooklyn,2,2653,545.2,455.2,,,,,3
2021 / 03,Brooklyn,18,5901.4,585.5,666.2,,,,,3
2021 / 03,Queens,5,5193.9,645.4,801.2,,,,,4
2021 / 03,Bronx,9,4039.9,268.5,413.4,,,,,2
2021 / 03,Bronx,3,2298.9,193.1,239.3,,,,,2
2021 / 03,Queens,6,2973.7,421,432.6,,,,,4
2021 / 03,Queens,9,4345.3,450.3,638.9,,,,,4
2021 / 03,Brooklyn,3,4691.7,490.6,481.8,,,,,3
2021 / 04,Brooklyn,8,2728.8,347.8,322.9,,,,,3
2021 / 04,Brooklyn,2,2542.2,532.3,429.4,,,,,3
2021 / 04,Bronx,6,2368.4,213.1,231.4,,,,,2
2021 / 04,Manhattan,10,2667.2,304.7,286.8,,,,,1
2021 / 04,Queens,11,3190.4,453.3,472.9,,,,,4
2021 / 04,Brooklyn,4,3449.7,318.1,420.9,,,,,3
2021 / 04,Manhattan,7,4277,1031.1,777.6,,,,,1
2021 / 04,Manhattan,6,2606.9,584,443.8,,,,,1
2021 / 04,Manhattan,1,1250.6,413,273.4,,,,,1
2021 / 04,Bronx,11,3304.4,332.3,387.7,,,,,2
2021 / 04,Bronx,10,2800.2,346.9,427.2,,,,,2
2021 / 04,Bronx,12,4213.6,412.3,638.4,,,,,2
2021 / 04,Queens,12,7389.6,546.4,962.2,,,,,4
2021 / 04,Staten Island,2,4633.8,546.5,654.1,,,,,5
2021 / 04,Brooklyn,11,5246.9,579.4,576.3,,,,,3
2021 / 04,Staten Island,1,5917.2,642.9,808.3,,,,,5
2021 / 04,Brooklyn,14,4944,495,455.7,,,,,3
2021 / 04,Brooklyn,16,2465.1,133.8,198.9,,,,,3
2021 / 04,Manhattan,3,2716.2,378.6,328.8,,,,,1
2021 / 04,Brooklyn,7,3389.8,405.1,414.5,,,,,3
2021 / 04,Bronx,2,1642.9,156.9,193,,,,,2
2021 / 04,Queens,4,4180.4,353.5,644.5,,,,,4
2021 / 04,Queens,10,4129.6,354.2,615.5,,,,,4
2021 / 04,Queens,13,5923.4,460.5,971.3,,,,,4
2021 / 04,Queens,14,3306.7,268.8,327.5,,,,,4
2021 / 04,Manhattan,2,1826.6,438.8,310.4,,,,,1
2021 / 04,Queens,9,4269.8,424.6,626,,,,,4
2021 / 04,Manhattan,4,2226.8,526,425.2,,,,,1
2021 / 04,Bronx,1,2236.8,168.5,166.3,,,,,2
2021 / 04,Bronx,3,2187.1,159.2,192.4,,,,,2
2021 / 04,Staten Island,3,6330,801.7,803.6,,,,,5
2021 / 04,Manhattan,12,4742.4,501.7,541.5,,,,,1
2021 / 04,Brooklyn,17,4661.7,350.5,499.6,,,,,3
2021 / 04,Bronx,5,3527.2,258.3,379.7,,,,,2
2021 / 04,Queens,7,6887.6,775.6,813,,,,,4
2021 / 04,Queens,6,2845.7,410.2,424.1,,,,,4
2021 / 04,Brooklyn,15,4730.9,556.7,528.6,,,,,3
2021 / 04,Brooklyn,9,3027.2,329,288.6,,,,,3
2021 / 04,Manhattan,8,4566.1,1089.7,766.2,,,,,1
2021 / 04,Queens,1,4092.1,629.9,652.4,,,,,4
2021 / 04,Bronx,7,3716.7,374.7,570.9,,,,,2
2021 / 04,Queens,2,3166.6,444.2,427.8,,,,,4
2021 / 04,Queens,3,5218.1,400.6,540.5,,,,,4
2021 / 04,Brooklyn,3,4474.4,466,436.6,,,,,3
2021 / 04,Brooklyn,13,2146.4,205.7,257.4,,,,,3
2021 / 04,Brooklyn,5,5067.5,310.4,492.7,,,,,3
2021 / 04,Bronx,8,2406.2,320.8,388.4,,,,,2
2021 / 04,Manhattan,11,2250,205.3,189.6,,,,,1
2021 / 04,Bronx,9,3941.4,282.1,429,,,,,2
2021 / 04,Queens,5,5187.4,625.1,794.3,,,,,4
2021 / 04,Brooklyn,1,5864.9,828.5,581,,,,,3
2021 / 04,Brooklyn,6,2279.5,568.7,458.5,,,,,3
2021 / 04,Brooklyn,10,3553,488.9,473,,,,,3
2021 / 04,Queens,8,3848.5,445,436.9,,,,,4
2021 / 04,Brooklyn,12,6729.3,752.6,431.2,,,,,3
2021 / 04,Brooklyn,18,5907.3,581,677.1,,,,,3
2021 / 04,Manhattan,9,2111.7,274.1,291.4,,,,,1
2021 / 04,Bronx,4,4051.9,308.2,391.5,,,,,2
2021 / 04,Manhattan,5,1200.9,289,184.2,,,,,1
2021 / 05,Brooklyn,5,5043.1,280.1,447.7,,,,,3
2021 / 05,Brooklyn,4,3453.8,292,403.1,,,,,3
2021 / 05,Bronx,9,3926.9,270.1,411.8,,,,,2
2021 / 05,Queens,12,7684,524.8,953.1,,,,,4
2021 / 05,Brooklyn,15,4803.8,535.2,513.8,,,,,3
2021 / 05,Brooklyn,7,3421.6,400.8,389,,,,,3
2021 / 05,Bronx,11,3270.4,302.2,373.7,,,,,2
2021 / 05,Brooklyn,9,3032.3,300.4,263.3,,,,,3
2021 / 05,Staten Island,3,6586.2,750.1,784.7,,,,,5
2021 / 05,Brooklyn,12,6708.4,659.2,385.6,,,,,3
2021 / 05,Manhattan,2,1859,450.8,315.5,,,,,1
2021 / 05,Queens,5,5140.9,581.9,738.2,,,,,4
2021 / 05,Manhattan,12,4586.6,463.9,501.9,,,,,1
2021 / 05,Manhattan,4,2251.4,505.3,385.3,,,,,1
2021 / 05,Bronx,6,2321.7,206.4,231.1,,,,,2
2021 / 05,Bronx,2,1588.2,119.1,153.8,,,,,2
2021 / 05,Queens,1,4072.9,593,631,,,,,4
2021 / 05,Bronx,10,2847.4,327.8,423.4,,,,,2
2021 / 05,Brooklyn,16,2390.8,118.9,193.5,,,,,3
2021 / 05,Bronx,3,2138,147.6,191.9,,,,,2
2021 / 05,Queens,11,3309.8,433.7,455.1,,,,,4
2021 / 05,Brooklyn,11,5291.9,555.4,539,,,,,3
2021 / 05,Queens,2,3162.5,425.6,397.7,,,,,4
2021 / 05,Brooklyn,10,3460.6,461.7,446.8,,,,,3
2021 / 05,Manhattan,1,1294.2,393.6,247.8,,,,,1
2021 / 05,Brooklyn,8,2670.2,311.7,298.9,,,,,3
2021 / 05,Manhattan,3,2666.7,367,313,,,,,1
2021 / 05,Brooklyn,17,4701.9,326.9,472.9,,,,,3
2021 / 05,Bronx,7,3661,348.6,523.1,,,,,2
2021 / 05,Bronx,1,2152.2,147.8,150.8,,,,,2
2021 / 05,Queens,8,3923.6,415.7,413.7,,,,,4
2021 / 05,Queens,3,5124.7,367.1,503.7,,,,,4
2021 / 05,Manhattan,10,2624.7,261.3,259.6,,,,,1
2021 / 05,Queens,4,4145.9,333.2,617.1,,,,,4
2021 / 05,Staten Island,1,5983.9,596.2,786.4,,,,,5
2021 / 05,Bronx,5,3501.7,262.8,386,,,,,2
2021 / 05,Queens,7,7012.6,752.7,783.9,,,,,4
2021 / 05,Staten Island,2,4751.9,511.2,644.9,,,,,5
2021 / 05,Brooklyn,3,4367,443.1,420.7,,,,,3
2021 / 05,Brooklyn,13,2147.4,179.1,231.5,,,,,3
2021 / 05,Bronx,4,3946.4,303.5,385,,,,,2
2021 / 05,Manhattan,5,1219.4,267.9,172.6,,,,,1
2021 / 05,Bronx,8,2389.5,313.9,379.5,,,,,2
2021 / 05,Brooklyn,14,4887.6,470,443.8,,,,,3
2021 / 05,Manhattan,11,2217.2,214.3,194.3,,,,,1
2021 / 05,Queens,13,6376.9,444.7,965.7,,,,,4
2021 / 05,Queens,9,4335.1,419.5,605.8,,,,,4
2021 / 05,Manhattan,7,4305.1,1018.5,742.9,,,,,1
2021 / 05,Queens,14,3419,254.8,300.2,,,,,4
2021 / 05,Brooklyn,2,2587.2,518.5,427.9,,,,,3
2021 / 05,Brooklyn,6,2242.9,538.1,426.6,,,,,3
2021 / 05,Queens,10,4294.1,357.3,585,,,,,4
2021 / 05,Bronx,12,4260.3,371.4,610.2,,,,,2
2021 / 05,Brooklyn,18,6067.6,550.4,660.9,,,,,3
2021 / 05,Manhattan,8,4717.8,1088.8,761.3,,,,,1
2021 / 05,Brooklyn,1,5807.5,775.4,539,,,,,3
2021 / 05,Manhattan,6,2654.3,536.7,399.7,,,,,1
2021 / 05,Queens,6,2858.5,385.7,384.6,,,,,4
2021 / 05,Manhattan,9,2110,263.3,275.2,,,,,1
2021 / 06,Brooklyn,15,5237.2,601.1,548.2,,,,,3
2021 / 06,Brooklyn,8,3114.1,401.6,363.5,,,,,3
2021 / 06,Brooklyn,16,2725.9,118.7,198,,,,,3
2021 / 06,Bronx,2,1731.7,113.9,152.6,,,,,2
2021 / 06,Brooklyn,9,3513.4,328,279.6,,,,,3
2021 / 06,Manhattan,3,3017.9,403.8,318.2,,,,,1
2021 / 06,Manhattan,8,5024.9,1129.1,743.6,,,,,1
2021 / 06,Manhattan,6,2877.2,551.6,378.8,,,,,1
2021 / 06,Queens,4,4647.1,379.4,676,,,,,4
2021 / 06,Manhattan,5,1315.1,319.8,190.9,,,,,1
2021 / 06,Brooklyn,3,4934.2,540.8,481.4,,,,,3
2021 / 06,Manhattan,9,2368.9,261.4,261.9,,,,,1
2021 / 06,Queens,11,3598.2,495.9,493.5,,,,,4
2021 / 06,Bronx,9,4345.4,276.2,428.2,,,,,2
2021 / 06,Queens,10,4743,407.8,651.9,,,,,4
2021 / 06,Queens,8,4328,474,437.1,,,,,4
2021 / 06,Brooklyn,4,3877.5,327.8,420.3,,,,,3
2021 / 06,Queens,1,4460.3,684.6,684.9,,,,,4
2021 / 06,Staten Island,3,6995,834.7,826.5,,,,,5
2021 / 06,Brooklyn,18,6866,623.3,717.2,,,,,3
2021 / 06,Bronx,12,4864.9,434.9,678.8,,,,,2
2021 / 06,Queens,3,5655.1,406.2,534.8,,,,,4
2021 / 06,Brooklyn,1,5909.5,760.7,579.7,,,,,3
2021 / 06,Manhattan,7,4783.4,1057.1,741.5,,,,,1
2021 / 06,Brooklyn,13,2417.8,214.3,260.4,,,,,3
2021 / 06,Manhattan,1,1386.3,380.4,229.6,,,,,1
2021 / 06,Bronx,4,4422.1,342.5,420.5,,,,,2
2021 / 06,Bronx,10,3086,330.8,433.3,,,,,2
2021 / 06,Manhattan,10,2939.2,296.3,280.1,,,,,1
2021 / 06,Brooklyn,14,5453.9,528,464.7,,,,,3
2021 / 06,Queens,12,8557.8,568.9,1017.6,,,,,4
2021 / 06,Queens,7,7782.1,835.2,840.6,,,,,4
2021 / 06,Bronx,11,3613.1,327.3,401.3,,,,,2
2021 / 06,Bronx,1,2415,172.2,176.4,,,,,2
2021 / 06,Brooklyn,5,5684.1,341.4,528.6,,,,,3
2021 / 06,Queens,13,7021.3,509,1058,,,,,4
2021 / 06,Brooklyn,10,3908,533,496.6,,,,,3
2021 / 06,Staten Island,2,5203.1,573.6,697.7,,,,,5
2021 / 06,Manhattan,4,2492.7,514.2,367.9,,,,,1
2021 / 06,Bronx,3,2405.5,190.4,244.3,,,,,2
2021 / 06,Brooklyn,6,2506.7,581.2,437.1,,,,,3
2021 / 06,Manhattan,12,5257.8,511.8,547.1,,,,,1
2021 / 06,Staten Island,1,6633.9,683.7,876.2,,,,,5
2021 / 06,Queens,9,4777.7,486.3,648.8,,,,,4
2021 / 06,Queens,2,3505.5,493.1,439.8,,,,,4
2021 / 06,Brooklyn,2,2851.5,569.1,453.1,,,,,3
2021 / 06,Queens,14,3850.4,273.9,307.6,,,,,4
2021 / 06,Bronx,7,4055.1,386.8,597.4,,,,,2
2021 / 06,Bronx,5,3809.7,299,417,,,,,2
2021 / 06,Brooklyn,7,3846.8,464.2,435.1,,,,,3
2021 / 06,Brooklyn,17,5453.4,364.9,524.9,,,,,3
2021 / 06,Brooklyn,12,6877.2,684.4,390.7,,,,,3
2021 / 06,Brooklyn,11,5902.7,618.8,570,,,,,3
2021 / 06,Queens,6,3187.8,433.9,411,,,,,4
2021 / 06,Bronx,6,2651.9,261.6,300,,,,,2
2021 / 06,Manhattan,2,2010.7,505.2,332.3,,,,,1
2021 / 06,Bronx,8,2682.3,371.8,421.5,,,,,2
2021 / 06,Queens,5,5657,655,785.6,,,,,4
2021 / 06,Manhattan,11,2485.1,258.9,209.1,,,,,1
2021 / 07,Queens,10,4564.7,406.1,615.9,,,,,4
2021 / 07,Brooklyn,14,5210.2,480.1,431,,,,,3
2021 / 07,Brooklyn,4,3787.1,349.9,435,,,,,3
2021 / 07,Manhattan,11,2448.6,221.7,190.8,,,,,1
2021 / 07,Queens,12,8474.3,597.5,1064.7,,,,,4
2021 / 07,Brooklyn,12,5460.7,579.6,353.2,,,,,3
2021 / 07,Brooklyn,13,2346.8,214.6,251,,,,,3
2021 / 07,Brooklyn,7,3828.6,432,412.6,,,,,3
2021 / 07,Brooklyn,18,6844.4,595.6,739.5,,,,,3
2021 / 07,Brooklyn,5,5562.7,308.5,491.5,,,,,3
2021 / 07,Queens,1,4427,667.7,641.5,,,,,4
2021 / 07,Manhattan,3,2945.5,412.4,325.5,,,,,1
2021 / 07,Queens,4,4554.2,388.8,687.7,,,,,4
2021 / 07,Manhattan,5,1281.4,290.9,168,,,,,1
2021 / 07,Brooklyn,15,4747.8,542.6,507.2,,,,,3
2021 / 07,Staten Island,2,4960.9,559.4,667.1,,,,,5
2021 / 07,Queens,9,4564.9,481.9,617.1,,,,,4
2021 / 07,Brooklyn,10,3853.5,499.7,466.9,,,,,3
2021 / 07,Bronx,5,3776,294.1,406.4,,,,,2
2021 / 07,Bronx,4,4313.3,339.1,403.5,,,,,2
2021 / 07,Queens,14,3735.9,292.4,333.1,,,,,4
2021 / 07,Brooklyn,11,5572.8,617.9,562.5,,,,,3
2021 / 07,Bronx,8,2536.2,336.1,375.3,,,,,2
2021 / 07,Brooklyn,1,5117.6,719.4,563.3,,,,,3
2021 / 07,Bronx,2,1766.4,157.9,189.9,,,,,2
2021 / 07,Brooklyn,9,3331.1,328.6,291,,,,,3
2021 / 07,Bronx,3,2368.1,140.6,204.2,,,,,2
2021 / 07,Bronx,6,2534.9,211.4,243.4,,,,,2
